Id,Pares,Fecha,Ultimo,Apertura,Maximo,Minimo,Volumen,Porcentaje_variacion
0btc/usd,btc/usd,2023-12-31,42272.5,42141.6,42878.8,41971.4,"35,580",32.0
1btc/usd,btc/usd,2023-12-30,42136.7,42074.7,42592.2,41527.3,"35,180",15.0
2btc/usd,btc/usd,2023-12-29,42072.4,42581.1,43108.0,41459.0,"60,980",-119.0
3btc/usd,btc/usd,2023-12-28,42581.1,43446.5,43782.6,42309.3,"49,840",-199.0
4btc/usd,btc/usd,2023-12-27,43446.5,42514.3,43676.7,42115.3,"50,100",220.00000000000003
5btc/usd,btc/usd,2023-12-26,42513.3,43579.9,43594.9,41796.6,"56,030",-244.0
6btc/usd,btc/usd,2023-12-25,43578.5,42982.0,43792.7,42745.3,"32,670",139.0
7btc/usd,btc/usd,2023-12-24,42981.5,43710.4,43935.7,42748.5,"30,860",-167.0
8btc/usd,btc/usd,2023-12-23,43710.4,43968.9,43994.6,43325.7,"21,290",-59.0
9btc/usd,btc/usd,2023-12-22,43968.9,43865.9,44394.6,43419.3,"44,500",23.0
10btc/usd,btc/usd,2023-12-21,43865.9,43660.3,44241.8,43310.2,"48,960",47.0
11btc/usd,btc/usd,2023-12-20,43662.8,42259.5,44278.7,42217.2,"70,190",332.0
12btc/usd,btc/usd,2023-12-19,42259.3,42659.7,43473.3,41842.7,"55,290",-94.0
13btc/usd,btc/usd,2023-12-18,42659.7,41369.1,42728.0,40554.0,"61,580",312.0
14btc/usd,btc/usd,2023-12-17,41368.7,42271.7,42413.2,41276.9,"35,460",-214.0
15btc/usd,btc/usd,2023-12-16,42271.7,41929.0,42690.3,41698.2,"30,110",82.0
16btc/usd,btc/usd,2023-12-15,41929.0,43025.2,43080.7,41697.9,"45,280",-254.99999999999997
17btc/usd,btc/usd,2023-12-14,43025.9,42886.3,43392.7,41591.2,"59,150",33.0
18btc/usd,btc/usd,2023-12-13,42884.5,41487.0,43417.5,40649.3,"63,110",337.0
19btc/usd,btc/usd,2023-12-12,41487.0,41256.1,42070.9,40691.5,"57,040",56.00000000000001
20btc/usd,btc/usd,2023-11-12,41256.1,43791.0,43806.3,40277.1,"105,190",-579.0
21btc/usd,btc/usd,2023-10-12,43791.0,43716.6,44045.4,43576.8,"23,810",17.0
22btc/usd,btc/usd,2023-09-12,43718.4,44175.5,44361.2,43617.4,"31,670",-103.0
23btc/usd,btc/usd,2023-08-12,44175.5,43288.3,44697.6,43108.4,"58,440",204.99999999999997
24btc/usd,btc/usd,2023-07-12,43289.7,43774.4,44046.4,42860.5,"63,090",-111.00000000000001
25btc/usd,btc/usd,2023-06-12,43776.3,44076.2,44283.7,43466.7,"72,520",-68.0
26btc/usd,btc/usd,2023-05-12,44076.2,41989.6,44424.1,41424.9,"96,840",497.0
27btc/usd,btc/usd,2023-04-12,41987.8,39968.6,42394.4,39968.6,"104,210",505.0
28btc/usd,btc/usd,2023-03-12,39970.2,39456.8,40178.9,39280.3,"35,270",130.0
29btc/usd,btc/usd,2023-02-12,39458.4,38688.2,39673.4,38646.5,"37,090",199.0
30btc/usd,btc/usd,2023-01-12,38688.2,37712.9,38950.8,37618.3,"62,500",259.0
31btc/usd,btc/usd,2023-11-30,37712.9,37857.6,38144.4,37509.2,"33,530",-38.0
32btc/usd,btc/usd,2023-11-29,37855.5,37823.3,38362.9,37607.6,"49,340",9.0
33btc/usd,btc/usd,2023-11-28,37823.3,37244.3,38379.4,36881.1,"57,500",154.0
34btc/usd,btc/usd,2023-11-27,37248.6,37451.8,37563.3,36751.5,"45,240",-54.0
35btc/usd,btc/usd,2023-11-26,37451.8,37786.4,37819.1,37166.3,"29,200",-89.0
36btc/usd,btc/usd,2023-11-25,37787.0,37718.6,37887.4,37599.9,"16,090",18.0
37btc/usd,btc/usd,2023-11-24,37717.3,37295.0,38400.8,37257.4,"65,830",113.99999999999999
38btc/usd,btc/usd,2023-11-23,37293.1,37410.8,37642.5,36915.3,"32,350",-31.0
39btc/usd,btc/usd,2023-11-22,37410.8,35797.5,37862.5,35695.6,"64,810",446.0
40btc/usd,btc/usd,2023-11-21,35813.6,37452.7,37631.2,35799.2,"71,070",-438.0
41btc/usd,btc/usd,2023-11-20,37454.1,37356.6,37735.6,36857.6,"51,800",27.0
42btc/usd,btc/usd,2023-11-19,37354.2,36568.6,37504.6,36393.3,"26,140",215.0
43btc/usd,btc/usd,2023-11-18,36568.6,36617.5,36845.2,36220.6,"20,880",-7.000000000000001
44btc/usd,btc/usd,2023-11-17,36595.4,36161.8,36690.6,35875.2,"51,370",120.0
45btc/usd,btc/usd,2023-11-16,36161.2,37873.9,37907.6,35561.6,"66,920",-451.99999999999994
46btc/usd,btc/usd,2023-11-15,37874.9,35549.3,37954.1,35379.6,"75,510",654.0
47btc/usd,btc/usd,2023-11-14,35549.3,36478.3,36744.5,34984.3,"63,560",-254.99999999999997
48btc/usd,btc/usd,2023-11-13,36478.3,37067.8,37404.6,36358.4,"44,550",-158.0
49btc/usd,btc/usd,2023-12-11,37064.4,37149.0,37215.3,36761.9,"21,450",-23.0
50btc/usd,btc/usd,2023-11-11,37150.5,37306.3,37401.3,36767.6,"29,530",-41.0
51btc/usd,btc/usd,2023-10-11,37303.0,36700.5,37496.1,36347.2,"59,560",164.0
52btc/usd,btc/usd,2023-09-11,36700.5,35636.9,37942.0,35578.1,"115,560",298.0
53btc/usd,btc/usd,2023-08-11,35636.9,35426.2,36050.2,35148.8,"46,330",60.0
54btc/usd,btc/usd,2023-07-11,35426.1,35042.1,35877.9,34536.9,"53,490",110.00000000000001
55btc/usd,btc/usd,2023-06-11,35042.0,35020.3,35275.6,34742.9,"29,810",6.0
56btc/usd,btc/usd,2023-05-11,35019.4,35065.8,35360.2,34550.0,"31,020",-13.0
57btc/usd,btc/usd,2023-04-11,35065.8,34718.6,35242.2,34601.1,"23,800",100.0
58btc/usd,btc/usd,2023-03-11,34718.7,34931.4,34940.6,34124.2,"54,540",-61.0
59btc/usd,btc/usd,2023-02-11,34931.4,35423.8,35907.6,34357.4,"63,660",-139.0
60btc/usd,btc/usd,2023-01-11,35423.8,34648.3,35557.5,34138.7,"71,660",223.0
61btc/usd,btc/usd,2023-10-31,34650.6,34478.9,34704.6,34053.9,"43,400",50.0
62btc/usd,btc/usd,2023-10-30,34477.9,34526.7,34853.3,34089.5,"45,200",-14.000000000000002
63btc/usd,btc/usd,2023-10-29,34526.7,34082.6,34737.9,33937.6,"27,720",130.0
64btc/usd,btc/usd,2023-10-28,34082.6,33901.6,34387.8,33867.3,"22,000",53.0
65btc/usd,btc/usd,2023-10-27,33901.8,34153.7,34245.8,33423.6,"47,330",-74.0
66btc/usd,btc/usd,2023-10-26,34153.7,34497.6,34826.0,33749.9,"56,620",-99.0
67btc/usd,btc/usd,2023-10-25,34496.8,33917.0,35123.9,33713.4,"75,810",171.0
68btc/usd,btc/usd,2023-10-24,33917.0,33037.3,35191.4,32866.5,"159,080",265.0
69btc/usd,btc/usd,2023-10-23,33041.8,29984.2,34375.6,29891.4,"133,460",1019.9999999999999
70btc/usd,btc/usd,2023-10-22,29984.2,29912.7,30193.4,29713.6,"29,070",24.0
71btc/usd,btc/usd,2023-10-21,29912.9,29674.7,30264.8,29469.1,"34,680",80.0
72btc/usd,btc/usd,2023-10-20,29674.5,28724.0,30165.9,28586.1,"82,680",331.0
73btc/usd,btc/usd,2023-10-19,28723.0,28321.8,28883.8,28170.2,"50,100",142.0
74btc/usd,btc/usd,2023-10-18,28321.7,28405.2,28876.0,28169.0,"45,010",-28.999999999999996
75btc/usd,btc/usd,2023-10-17,28403.6,28508.3,28608.5,28096.9,"53,420",-37.0
76btc/usd,btc/usd,2023-10-16,28509.7,27161.2,29969.5,27119.7,"119,180",496.0
77btc/usd,btc/usd,2023-10-15,27161.2,26852.8,27286.9,26812.6,"21,950",114.99999999999999
78btc/usd,btc/usd,2023-10-14,26852.8,26863.5,26975.7,26805.1,"13,560",-4.0
79btc/usd,btc/usd,2023-10-13,26863.5,26761.1,27114.8,26682.9,"33,660",38.0
80btc/usd,btc/usd,2023-12-10,26761.1,26878.2,26942.8,26565.3,"32,750",-43.0
81btc/usd,btc/usd,2023-11-10,26876.6,27391.9,27475.9,26558.4,"55,780",-188.0
82btc/usd,btc/usd,2023-10-10,27391.0,27581.5,27728.1,27300.1,"34,320",-69.0
83btc/usd,btc/usd,2023-09-10,27581.4,27922.7,27986.4,27279.5,"44,810",-122.0
84btc/usd,btc/usd,2023-08-10,27922.7,27961.1,28097.5,27714.4,"24,110",-14.000000000000002
85btc/usd,btc/usd,2023-07-10,27961.1,27935.5,28021.3,27859.0,"17,290",9.0
86btc/usd,btc/usd,2023-06-10,27936.9,27410.3,28223.6,27195.7,"52,510",192.0
87btc/usd,btc/usd,2023-05-10,27410.3,27783.5,28089.1,27371.7,"46,260",-137.0
88btc/usd,btc/usd,2023-04-10,27790.9,27428.7,27832.7,27242.5,"40,930",132.0
89btc/usd,btc/usd,2023-03-10,27428.4,27501.6,27670.8,27194.1,"44,060",-28.000000000000004
90btc/usd,btc/usd,2023-02-10,27505.3,27974.6,28556.6,27325.2,"84,300",-168.0
91btc/usd,btc/usd,2023-01-10,27974.5,26962.5,28038.4,26955.7,"35,110",375.0
92btc/usd,btc/usd,2023-09-30,26962.7,26908.1,27085.7,26887.5,"17,550",20.0
93btc/usd,btc/usd,2023-09-29,26909.8,27022.6,27229.5,26728.8,"42,240",-42.0
94btc/usd,btc/usd,2023-09-28,27022.6,26368.2,27283.6,26339.4,"64,560",249.00000000000003
95btc/usd,btc/usd,2023-09-27,26366.1,26218.9,26836.9,26109.1,"50,800",56.00000000000001
96btc/usd,btc/usd,2023-09-26,26218.9,26303.1,26396.2,26093.4,"26,410",-32.0
97btc/usd,btc/usd,2023-09-25,26302.7,26251.6,26423.6,26013.6,"38,200",20.0
98btc/usd,btc/usd,2023-09-24,26251.5,26579.0,26727.6,26162.2,"22,320",-123.0
99btc/usd,btc/usd,2023-09-23,26579.2,26581.7,26636.2,26517.5,"12,920",-1.0
100btc/usd,btc/usd,2023-09-22,26581.9,26569.5,26736.4,26488.5,"28,790",4.0
101btc/usd,btc/usd,2023-09-21,26570.0,27125.2,27155.6,26382.3,"47,810",-204.99999999999997
102btc/usd,btc/usd,2023-09-20,27125.0,27209.2,27378.6,26851.8,"47,230",-31.0
103btc/usd,btc/usd,2023-09-19,27209.2,26759.0,27480.7,26672.2,"52,170",167.0
104btc/usd,btc/usd,2023-09-18,26763.5,26530.3,27413.3,26405.2,"63,350",88.0
105btc/usd,btc/usd,2023-09-17,26529.1,26562.0,26614.4,26408.7,"16,570",-12.0
106btc/usd,btc/usd,2023-09-16,26562.0,26599.9,26769.0,26463.5,"18,450",-15.0
107btc/usd,btc/usd,2023-09-15,26601.0,26523.3,26837.4,26233.1,"36,470",28.999999999999996
108btc/usd,btc/usd,2023-09-14,26524.7,26223.0,26760.3,26148.6,"53,820",114.99999999999999
109btc/usd,btc/usd,2023-09-13,26223.0,25836.1,26382.3,25766.9,"42,580",150.0
110btc/usd,btc/usd,2023-12-09,25834.5,25166.4,26472.6,25133.5,"78,710",265.0
111btc/usd,btc/usd,2023-11-09,25166.4,25840.2,25897.4,24923.1,"56,320",-261.0
112btc/usd,btc/usd,2023-10-09,25840.2,25901.1,25995.1,25626.7,"23,600",-24.0
113btc/usd,btc/usd,2023-09-09,25901.1,25909.5,25938.5,25814.3,"13,480",-3.0
114btc/usd,btc/usd,2023-08-09,25909.5,26248.5,26415.4,25701.6,"41,010",-130.0
115btc/usd,btc/usd,2023-07-09,26249.8,25758.0,26417.7,25626.5,"39,770",191.0
116btc/usd,btc/usd,2023-06-09,25758.0,25790.1,26018.4,25411.7,"37,780",-13.0
117btc/usd,btc/usd,2023-05-09,25790.2,25824.4,25864.0,25596.3,"28,400",-13.0
118btc/usd,btc/usd,2023-04-09,25823.3,25971.0,26094.2,25660.9,"27,130",-56.99999999999999
119btc/usd,btc/usd,2023-03-09,25971.0,25869.7,26090.4,25816.6,"21,360",39.0
120btc/usd,btc/usd,2023-02-09,25869.7,25803.5,25977.4,25752.7,"21,240",26.0
121btc/usd,btc/usd,2023-01-09,25803.2,25938.3,26144.9,25361.9,"58,080",-52.0
122btc/usd,btc/usd,2023-08-31,25937.3,27300.6,27464.5,25731.0,"69,110",-499.0
123btc/usd,btc/usd,2023-08-30,27298.8,27723.9,27757.3,27043.2,"46,540",-153.0
124btc/usd,btc/usd,2023-08-29,27723.9,26118.1,28046.0,25919.8,"98,320",614.0
125btc/usd,btc/usd,2023-08-28,26118.9,26100.6,26215.7,25891.0,"28,840",7.000000000000001
126btc/usd,btc/usd,2023-08-27,26100.6,26017.1,26176.8,25968.7,"14,290",32.0
127btc/usd,btc/usd,2023-08-26,26017.1,26057.2,26114.1,25993.5,"12,090",-15.0
128btc/usd,btc/usd,2023-08-25,26057.2,26176.1,26265.7,25811.6,"39,960",-46.0
129btc/usd,btc/usd,2023-08-24,26177.0,26436.2,26560.5,25943.6,"41,040",-98.0
130btc/usd,btc/usd,2023-08-23,26436.2,26042.0,26807.7,25812.6,"60,960",152.0
131btc/usd,btc/usd,2023-08-22,26039.9,26126.8,26138.8,25481.9,"47,720",-33.0
132btc/usd,btc/usd,2023-08-21,26126.0,26190.8,26220.9,25850.8,"41,100",-25.0
133btc/usd,btc/usd,2023-08-20,26190.8,26099.5,26269.1,25998.5,"24,000",35.0
134btc/usd,btc/usd,2023-08-19,26099.4,26053.3,26262.2,25799.5,"33,040",18.0
135btc/usd,btc/usd,2023-08-18,26053.2,26635.7,26801.9,25691.0,"93,050",-219.0
136btc/usd,btc/usd,2023-08-17,26635.7,28726.1,28771.8,25489.4,"132,920",-728.0
137btc/usd,btc/usd,2023-08-16,28726.3,29195.3,29251.1,28717.6,"43,710",-161.0
138btc/usd,btc/usd,2023-08-15,29195.3,29426.7,29472.0,29118.6,"33,810",-79.0
139btc/usd,btc/usd,2023-08-14,29426.7,29300.1,29689.0,29116.0,"39,300",43.0
140btc/usd,btc/usd,2023-08-13,29300.1,29428.2,29468.5,29272.3,"13,490",-44.0
141btc/usd,btc/usd,2023-12-08,29428.2,29420.8,29480.8,29375.4,"11,070",2.0
142btc/usd,btc/usd,2023-11-08,29420.8,29448.9,29544.9,29271.2,"27,710",-10.0
143btc/usd,btc/usd,2023-10-08,29449.0,29578.0,29719.4,29377.5,"32,000",-44.0
144btc/usd,btc/usd,2023-09-08,29578.0,29771.3,30104.0,29384.2,"49,670",-67.0
145btc/usd,btc/usd,2023-08-08,29777.4,29204.2,30168.6,29137.7,"62,570",196.0
146btc/usd,btc/usd,2023-07-08,29204.2,29081.3,29270.2,28721.0,"41,190",42.0
147btc/usd,btc/usd,2023-06-08,29081.3,29067.9,29198.9,28987.4,"16,030",5.0
148btc/usd,btc/usd,2023-05-08,29068.1,29105.6,29139.3,28983.0,"14,550",-13.0
149btc/usd,btc/usd,2023-04-08,29105.5,29189.1,29319.1,28875.8,"31,430",-28.999999999999996
150btc/usd,btc/usd,2023-03-08,29189.3,29180.9,29409.8,28981.0,"36,080",5.0
151btc/usd,btc/usd,2023-02-08,29173.7,29711.8,30025.9,28961.6,"67,410",-181.0
152btc/usd,btc/usd,2023-01-08,29712.2,29232.3,29712.2,28611.0,"64,010",164.0
153btc/usd,btc/usd,2023-07-31,29232.4,29282.0,29502.3,29128.3,"31,840",-17.0
154btc/usd,btc/usd,2023-07-30,29281.7,29354.2,29446.6,29054.5,"20,580",-24.0
155btc/usd,btc/usd,2023-07-29,29353.5,29315.0,29400.1,29256.9,"13,900",13.0
156btc/usd,btc/usd,2023-07-28,29315.0,29222.7,29533.0,29125.1,"31,420",32.0
157btc/usd,btc/usd,2023-07-27,29222.7,29352.9,29568.8,29094.0,"30,420",-44.0
158btc/usd,btc/usd,2023-07-26,29352.2,29228.8,29681.8,29109.7,"44,330",42.0
159btc/usd,btc/usd,2023-07-25,29228.6,29178.3,29365.4,29058.7,"29,050",17.0
160btc/usd,btc/usd,2023-07-24,29178.1,30085.9,30098.2,28890.7,"55,730",-302.0
161btc/usd,btc/usd,2023-07-23,30085.9,29788.9,30337.0,29735.7,"23,320",100.0
162btc/usd,btc/usd,2023-07-22,29788.9,29904.5,29988.0,29657.3,"18,470",-38.0
163btc/usd,btc/usd,2023-07-21,29903.1,29801.0,30058.9,29739.9,"32,590",34.0
164btc/usd,btc/usd,2023-07-20,29801.0,29909.7,30408.0,29621.4,"50,330",-36.0
165btc/usd,btc/usd,2023-07-19,29909.7,29866.7,30185.5,29789.3,"34,960",14.000000000000002
166btc/usd,btc/usd,2023-07-18,29866.8,30139.7,30242.4,29624.6,"42,400",-91.0
167btc/usd,btc/usd,2023-07-17,30139.7,30235.5,30335.9,29693.3,"42,840",-32.0
168btc/usd,btc/usd,2023-07-16,30235.5,30291.8,30435.0,30075.4,"20,310",-18.0
169btc/usd,btc/usd,2023-07-15,30291.4,30316.8,30395.4,30246.9,"17,060",-9.0
170btc/usd,btc/usd,2023-07-14,30317.4,31465.4,31602.6,29944.3,"82,420",-365.0
171btc/usd,btc/usd,2023-07-13,31466.1,30387.3,31764.5,30260.0,"99,810",355.0
172btc/usd,btc/usd,2023-12-07,30387.3,30623.3,30951.3,30231.7,"54,060",-77.0
173btc/usd,btc/usd,2023-11-07,30623.3,30414.2,30782.2,30333.8,"39,840",68.0
174btc/usd,btc/usd,2023-10-07,30415.3,30166.9,31019.6,29969.1,"55,240",82.0
175btc/usd,btc/usd,2023-09-07,30166.9,30288.8,30425.5,30071.9,"20,050",-40.0
176btc/usd,btc/usd,2023-08-07,30288.8,30346.8,30379.9,30055.9,"17,410",-19.0
177btc/usd,btc/usd,2023-07-07,30346.4,29912.7,30442.0,29757.4,"46,420",145.0
178btc/usd,btc/usd,2023-06-07,29913.1,30512.8,31463.6,29869.0,"90,810",-197.0
179btc/usd,btc/usd,2023-05-07,30512.8,30768.6,30875.6,30233.3,"43,230",-83.0
180btc/usd,btc/usd,2023-04-07,30768.4,31152.0,31326.5,30657.8,"42,120",-123.0
181btc/usd,btc/usd,2023-03-07,31151.3,30617.5,31377.0,30581.5,"56,490",174.0
182btc/usd,btc/usd,2023-02-07,30617.7,30587.1,30769.0,30227.9,"28,820",10.0
183btc/usd,btc/usd,2023-01-07,30586.8,30472.9,30649.9,30329.0,"22,460",37.0
184btc/usd,btc/usd,2023-06-30,30472.9,30445.7,31275.5,29714.5,"118,650",9.0
185btc/usd,btc/usd,2023-06-29,30445.7,30077.3,30823.1,30051.3,"49,570",122.0
186btc/usd,btc/usd,2023-06-28,30078.6,30691.9,30703.4,29919.5,"51,060",-199.0
187btc/usd,btc/usd,2023-06-27,30689.1,30267.0,30993.7,30231.3,"55,820",139.0
188btc/usd,btc/usd,2023-06-26,30267.0,30466.3,30645.9,29986.3,"58,710",-65.0
189btc/usd,btc/usd,2023-06-25,30465.3,30533.6,31040.2,30315.8,"37,120",-22.0
190btc/usd,btc/usd,2023-06-24,30533.6,30680.7,30795.3,30269.4,"38,150",-48.0
191btc/usd,btc/usd,2023-06-23,30679.4,29890.2,31395.4,29822.6,"98,850",264.0
192btc/usd,btc/usd,2023-06-22,29890.5,29992.8,30497.8,29590.4,"79,220",-35.0
193btc/usd,btc/usd,2023-06-21,29996.9,28307.7,30769.5,28270.5,"143,490",597.0
194btc/usd,btc/usd,2023-06-20,28307.7,26845.9,28393.0,26665.5,"100,550",544.0
195btc/usd,btc/usd,2023-06-19,26845.9,26339.7,27029.7,26295.1,"46,450",192.0
196btc/usd,btc/usd,2023-06-18,26339.7,26515.0,26679.3,26290.6,"27,310",-66.0
197btc/usd,btc/usd,2023-06-17,26515.0,26341.3,26767.3,26183.5,"35,860",66.0
198btc/usd,btc/usd,2023-06-16,26341.3,25591.9,26472.8,25276.0,"69,240",293.0
199btc/usd,btc/usd,2023-06-15,25591.3,25129.5,25732.8,24838.0,"68,380",184.0
200btc/usd,btc/usd,2023-06-14,25129.5,25929.0,26051.7,24847.4,"60,820",-308.0
201btc/usd,btc/usd,2023-06-13,25929.4,25906.9,26428.9,25726.4,"56,240",9.0
202btc/usd,btc/usd,2023-12-06,25906.8,25927.9,26080.7,25635.0,"40,750",-8.0
203btc/usd,btc/usd,2023-11-06,25928.4,25843.3,26190.1,25660.8,"39,200",33.0
204btc/usd,btc/usd,2023-10-06,25844.0,26479.3,26525.1,25468.3,"83,570",-240.0
205btc/usd,btc/usd,2023-09-06,26479.3,26501.1,26773.9,26326.7,"38,960",-8.0
206btc/usd,btc/usd,2023-08-06,26501.1,26341.8,26784.4,26231.3,"39,950",60.0
207btc/usd,btc/usd,2023-07-06,26342.5,27230.2,27342.0,26141.0,"77,480",-326.0
208btc/usd,btc/usd,2023-06-06,27230.2,25745.6,27325.2,25425.6,"88,610",576.0
209btc/usd,btc/usd,2023-05-06,25747.4,27122.3,27125.5,25437.5,"85,420",-507.0
210btc/usd,btc/usd,2023-04-06,27122.3,27070.9,27410.2,26956.1,"23,810",19.0
211btc/usd,btc/usd,2023-03-06,27072.0,27246.0,27317.5,26931.4,"20,620",-63.0
212btc/usd,btc/usd,2023-02-06,27244.7,26819.0,27299.4,26541.3,"49,370",159.0
213btc/usd,btc/usd,2023-01-06,26819.0,27216.4,27340.9,26662.3,"51,980",-146.0
214btc/usd,btc/usd,2023-05-31,27216.1,27696.9,27825.0,26865.1,"63,080",-174.0
215btc/usd,btc/usd,2023-05-30,27698.2,27738.9,28033.6,27583.8,"45,190",-15.0
216btc/usd,btc/usd,2023-05-29,27739.4,28068.4,28431.2,27548.8,"54,560",-118.0
217btc/usd,btc/usd,2023-05-28,28071.2,26855.3,28181.9,26788.5,"55,230",451.99999999999994
218btc/usd,btc/usd,2023-05-27,26857.5,26711.2,26882.9,26591.2,"18,680",55.00000000000001
219btc/usd,btc/usd,2023-05-26,26711.5,26475.5,26911.6,26330.0,"45,880",89.0
220btc/usd,btc/usd,2023-05-25,26475.8,26327.1,26589.2,25892.5,"50,170",56.00000000000001
221btc/usd,btc/usd,2023-05-24,26328.4,27220.7,27220.7,26088.7,"72,650",-328.0
222btc/usd,btc/usd,2023-05-23,27220.7,26851.6,27448.1,26804.1,"50,890",139.0
223btc/usd,btc/usd,2023-05-22,26847.3,26749.9,27048.9,26546.1,"35,560",36.0
224btc/usd,btc/usd,2023-05-21,26749.9,27116.2,27257.1,26677.6,"27,420",-135.0
225btc/usd,btc/usd,2023-05-20,27116.2,26883.0,27147.2,26831.3,"17,720",87.0
226btc/usd,btc/usd,2023-05-19,26882.9,26828.2,27154.7,26711.3,"36,670",20.0
227btc/usd,btc/usd,2023-05-18,26828.0,27403.8,27467.0,26449.8,"63,390",-210.0
228btc/usd,btc/usd,2023-05-17,27403.1,27035.5,27465.3,26597.7,"58,140",136.0
229btc/usd,btc/usd,2023-05-16,27035.3,27183.9,27295.3,26881.9,"45,290",-55.00000000000001
230btc/usd,btc/usd,2023-05-15,27183.9,26920.4,27651.7,26752.1,"53,270",98.0
231btc/usd,btc/usd,2023-05-14,26920.0,26777.4,27176.1,26609.9,"26,350",53.0
232btc/usd,btc/usd,2023-05-13,26777.5,26798.7,27011.9,26695.6,"27,950",-8.0
233btc/usd,btc/usd,2023-12-05,26799.2,26983.1,27044.0,25853.1,"87,490",-68.0
234btc/usd,btc/usd,2023-11-05,26983.5,27604.3,27607.4,26766.2,"62,850",-225.0
235btc/usd,btc/usd,2023-10-05,27603.3,27634.3,28311.7,26885.7,"91,450",-11.0
236btc/usd,btc/usd,2023-09-05,27634.9,27670.5,27816.0,27366.3,"49,750",-13.0
237btc/usd,btc/usd,2023-08-05,27670.5,28424.8,28627.8,27280.3,"85,720",-265.0
238btc/usd,btc/usd,2023-07-05,28424.8,28857.1,29122.0,28419.6,"36,500",-150.0
239btc/usd,btc/usd,2023-06-05,28857.1,29512.8,29816.4,28414.9,"58,940",-222.00000000000003
240btc/usd,btc/usd,2023-05-05,29513.2,28842.2,29653.9,28825.3,"74,520",233.0
241btc/usd,btc/usd,2023-04-05,28842.1,29023.6,29352.7,28687.4,"53,800",-63.0
242btc/usd,btc/usd,2023-03-05,29023.6,28669.1,29244.7,28164.4,"81,220",124.0
243btc/usd,btc/usd,2023-02-05,28669.1,28079.0,28877.4,27913.2,"65,330",211.0
244btc/usd,btc/usd,2023-01-05,28077.6,29252.1,29329.6,27685.9,"84,360",-401.99999999999994
245btc/usd,btc/usd,2023-04-30,29252.1,29235.1,29941.3,29095.0,"47,620",6.0
246btc/usd,btc/usd,2023-04-29,29234.1,29318.4,29425.5,29058.5,"25,720",-30.0
247btc/usd,btc/usd,2023-04-28,29321.8,29475.9,29587.2,28927.8,"69,880",-52.0
248btc/usd,btc/usd,2023-04-27,29475.9,28424.5,29859.8,28392.4,"121,630",370.0
249btc/usd,btc/usd,2023-04-26,28424.6,28298.8,29995.7,27307.8,"164,310",44.0
250btc/usd,btc/usd,2023-04-25,28298.8,27510.1,28375.6,27201.1,"65,310",287.0
251btc/usd,btc/usd,2023-04-24,27509.3,27591.4,27978.8,27054.3,"66,740",-30.0
252btc/usd,btc/usd,2023-04-23,27591.4,27813.8,27815.0,27388.5,"41,770",-80.0
253btc/usd,btc/usd,2023-04-22,27813.9,27264.8,27872.0,27165.7,"44,300",200.99999999999997
254btc/usd,btc/usd,2023-04-21,27264.8,28240.5,28353.4,27171.1,"98,720",-346.0
255btc/usd,btc/usd,2023-04-20,28240.5,28813.7,29082.1,28032.4,"95,450",-199.0
256btc/usd,btc/usd,2023-04-19,28813.7,30382.2,30408.4,28641.1,"111,270",-516.0
257btc/usd,btc/usd,2023-04-18,30382.2,29434.1,30470.1,29149.2,"76,580",322.0
258btc/usd,btc/usd,2023-04-17,29434.9,30310.8,30312.2,29274.0,"71,900",-289.0
259btc/usd,btc/usd,2023-04-16,30310.3,30299.2,30545.3,30134.6,"34,480",4.0
260btc/usd,btc/usd,2023-04-15,30299.6,30472.6,30586.5,30208.8,"31,710",-56.99999999999999
261btc/usd,btc/usd,2023-04-14,30472.5,30387.4,30964.9,30026.0,"98,380",28.000000000000004
262btc/usd,btc/usd,2023-04-13,30387.4,29892.4,30524.1,29864.5,"65,870",168.0
263btc/usd,btc/usd,2023-12-04,29886.4,30209.8,30473.0,29679.5,"78,690",-107.0
264btc/usd,btc/usd,2023-11-04,30209.6,29641.0,30484.6,29597.8,"89,380",192.0
265btc/usd,btc/usd,2023-10-04,29641.0,28326.5,29755.4,28182.9,"85,730",463.99999999999994
266btc/usd,btc/usd,2023-09-04,28326.6,27941.2,28522.7,27809.2,"39,350",138.0
267btc/usd,btc/usd,2023-08-04,27941.2,27910.4,28153.1,27863.8,"23,730",11.0
268btc/usd,btc/usd,2023-07-04,27910.4,28037.6,28102.5,27779.4,"30,940",-45.0
269btc/usd,btc/usd,2023-06-04,28036.7,28173.5,28173.5,27734.5,"51,290",-49.0
270btc/usd,btc/usd,2023-05-04,28173.5,28164.4,28744.4,27823.5,"77,320",3.0
271btc/usd,btc/usd,2023-04-04,28164.4,27802.2,28429.1,27668.9,"64,060",130.0
272btc/usd,btc/usd,2023-03-04,27802.1,28194.7,28458.4,27256.9,"98,000",-141.0
273btc/usd,btc/usd,2023-02-04,28198.3,28456.1,28522.8,27871.7,"45,040",-91.0
274btc/usd,btc/usd,2023-01-04,28456.1,28473.7,28795.1,28285.6,"38,090",-6.0
275btc/usd,btc/usd,2023-03-31,28473.7,28029.3,28646.3,27587.5,"98,440",158.0
276btc/usd,btc/usd,2023-03-30,28029.5,28350.3,29160.4,27716.7,"122,510",-112.99999999999999
277btc/usd,btc/usd,2023-03-29,28350.4,27262.9,28627.4,27249.8,"109,320",399.0
